mint,symbol,created_at_utc,complete,pool_address,market_cap_usd_at_snapshot,ath_market_cap_usd
7fto7tv31JBr9d8vH7UUCQW5iPmQiLCqaBexuKm6RVtr,SOLLIFE,2026-09-07T12:16:44+00:00,False,GMrtBHn7ZaERUKcYvpuHhc6UJXjhH3S1Coj4R7nsZRS,2939.528792352277,6863.482558486809
46rx3WM4NRAJaTFJUYjipCqChpUNLxH77KLheVgw1C4u,MMD,2026-09-07T12:19:33+00:00,False,5e2mPd3hTwMZrVnW5qAZdQSsgNaoEnhNxpyPgVPxsK2C,2945.563338063143,4109.290126808824
HBNy1z7k2BWYwnjJP1ucwx4ov6kft1hSk2JPpWP4LbV4,MMD,2026-09-07T12:20:31+00:00,False,9UNLzLLLu7anQu6fDzNeGYMkcTB739bkAAb3JBNafsC4,2916.4026112558995,4131.382538506268
3kjjKJUNxTghoC5xXEb2HJJq8dmPcJLQWwksddWsNsjw,PEEPEEPOOPOO,2026-09-07T12:27:28+00:00,False,7DumkkpGaeTApkrrbhATUcWapxHvh8PdkGbCGnkSgmxV,2943.243246775135,5695.081401285844
6cZC4oc1JNn9vWJHzFJ1rpHuL8nL1Gn1L2YcZ18zaZLY,NDAQ,2026-09-07T12:35:14+00:00,False,35gvERU7wrjd2XKou8wM35BnHdZX26r3oN6tFFTUEcoK,2949.734177940842,4740.202358817649
3LkqA1QAjL3tnGFtHPaKVJSubebTZE11vznVK1sdu2Fh,NDAQ,2026-09-07T12:35:32+00:00,False,6CMskbzt8BpkduqDhb7Z25tM7MbvDp8DwmnTTjHPDmie,2958.5760585337102,7279.74921640899
4SbxctA31w2FwkA9wVozUnXyG4Hu6EArKtG3prHsmmaT,NDAQ,2026-09-07T12:36:07+00:00,False,HcSHCiVU5Nd5bJvnHozwJ4kL4f3WA2MLWGkKZ84CYvFR,2911.783193285527,10348.534947539596
8rbAfE7a14XVZcWxbAFnPQ5G1xqQdXkDekUxgdPTCCjs,GOLD,2026-09-07T12:54:07+00:00,False,21FfMp3fvSc7ThfrN4z2FaXZFQqE21oDbxKWhVYtzQrQ,2957.6169639582945,5666.492764547202
4KPxc5AsU4xrYAhuPcyAHXhxYV6h3YdyuYpwws4poZHe,GOLD,2026-09-07T12:54:21+00:00,False,HN2cKD9NeLxM5wBUVGJm5a64Y75j7tiNJkRJ5iHEMUn5,2961.5590135167017,12653.444818957534
HpqMkmbqpavAKEwCgfmR636Jd623QDHrvDo7pM73g2sC,ELLIE,2026-09-07T13:02:21+00:00,False,ChorGE7NCM2HRHZaWEhKbS2keu4Uw8hqWFV8oyiVWxmD,2894.610191268668,6755.649490036785
6ZXXXCcvGYJ1AWtUJ4nip537EMcbbyn5oecmzjme9AkY,PUMPFOLIO,2026-09-07T13:07:12+00:00,False,BpigmzAk2ST2b9M41PhQHgpp4xyLMHe4DxjBo4jHZnpy,2945.629535429304,15626.118114813893
716dcGVABREZEJnE6j3PhLiPqXHVcmZmfcQkTiwJyeiY,FIX6900,2026-09-07T13:20:22+00:00,False,CpFAnQoxfee784B8skMPp9nuoVGmt8Du4D13Bow2GPFq,2943.028055958688,4729.7806066894545
33ri4Q7TdrW6GRdTWj87FKAzEDVBWfmrk1RLeJHqQw5P,bruv,2026-09-07T13:30:03+00:00,False,DPGUToQTEpBbrRs1CAcm8xdg2JTDRkWn4KANhxkXpZmt,2954.1472514867473,5149.594349835669
HfQsS1pvtsohnAie2bPe8ec32CV4LK4cajHVU3k93tdH,CA,2026-09-07T13:36:16+00:00,False,ErBidVCw8ywY6iQaW3MjS7gv3exdnWTeFzXkAgaDg7av,2941.8452943539264,5122.03505963027
C2yjMCAed2QahzZJBsTEvmc3R8QmRyEfMx4fnCqPTrkF,BILLY,2026-09-07T13:38:51+00:00,False,9eDAjY2krpRNZxgSvgi7dSZN71abVgC5sLj7JD3rvjng,2939.382133882501,4055.5097999203344
3XnzsikcwpV2PAQxqPR6TTznb3VFhbkSZajpiYYgxV8k,BILLY,2026-09-07T13:48:29+00:00,False,2UXhP3behHmgoWdMJFyoZ4mV7kNCJ8LDn1bQpzwZdP4C,2874.2659908479473,8382.937178392147
5Bk2d1eJe8V2dCQRXhHuDfB5iwntvNPdQZRqjWV272QF,PUMPSTOCKS,2026-09-07T13:49:59+00:00,False,Dr172q1LzNsZhknQsErjnhDMkDhn5yhu7hCh75UqsG5B,2885.6862944281565,6590.910541844311
82iLWzkq354af7RXVRmweS4xraQAfssuMYvxTkqDVNT4,PONZI,2026-09-07T13:50:44+00:00,False,6cAZH9EFPpNAxnCVZg8axrhh5AhFudA8QHWAKDW6DyJL,2900.6906372961193,14279.89534065725
6CagTVesNDRq3NBDoC1mGAEwmRpwUzSQ81nY5TpUTqu6,50,2026-09-07T13:51:18+00:00,False,29AXi4SM3HJK4fQtHiRB2CW8eVfZXx2J4qstHkxDZvzz,2890.975494754152,10485.205609779445
Bb5W3eZe2uqUWDLT3TrThXB4SKfQ9zG7Ests1DSumMEd,PumpCoin,2026-09-07T13:52:37+00:00,False,6RV8KTMKYHVtKeqFW1XaqxqJpy14dYVBxc5mY8UqNCJo,2931.5004672535415,4671.264756797698
7JAGfDZF6w7QpPP32NqdfvEG9R5fw85NZ3sk5nFiMSto,TULY,2026-09-07T14:05:28+00:00,False,AJzii8Bw5azTFypMhbPSLEu16pBjipMeLRKmPdjFjBow,2926.2660253175573,29909.807381731676
3JTRFN6xpHeHbWQ6JywxmmfrFyJ69nV9W56AAxSYGSFK,Crap,2026-09-07T14:07:32+00:00,False,5pXhmnfJhc9ZPt2W3qtsHHxMrgd3jYQPFws76rPsiNVu,2892.342511827953,4623.301868480444
EsyzfPGL3dTW93xTSaiFxmnyRb2cSEVykRdfSfypDPNp,ZSKRUMP,2026-09-07T14:11:11+00:00,False,8ScMyxCyY2B1VAqz7KweK7z4uAppPh8Es4zKPSkeAnyF,2892.34251163513,4680.599372894286
APFD9UMPZzi4vHNfXAA4Z76fwJQ2pSBWEyK1qXep87tF,ELON,2026-09-07T14:11:36+00:00,False,92oqnynW2CevE3AcKX1nBT7Rd5e6NpU5CDBJFP8RGGGG,2911.0904055003543,8667.989060682934
E1jYBKsG26eeUmv5eMBiDxN17incYPYWtqm9SQjsr1CQ,ELON,2026-09-07T14:12:32+00:00,True,Bae81WcjeH9j1cQT6nR554NaCtKx8ahj5Z1uwHiRfXYi,4410.010885966354,146428.6654877206
623Uig7xcsVaKLojehb8NFtNrBkn3Sw43RVA2NrdXfdJ,CIRCLEJERK,2026-09-07T14:18:11+00:00,False,F1jkqvMWt54N524R52Rq8yNQK1qBJWXofnkepQAbRgcL,2897.225570337441,15193.93854264104
5F4r555xcoDsW3S3CUZd84kE8j6KEdTgMFJnRkr98DcT,Bag,2026-09-07T14:20:04+00:00,False,9uetriDyDBu5pmAHNr4tmKrJ97uzpHDDCnoYNofhwPcL,2884.8214956434704,3989.159844992026
DvzuqcxihcGSz7ZpYvYoxrnUBMpXpTcb9eGUVrfD5kvf,NVDA,2026-09-07T14:23:41+00:00,False,J3E4jpzmkBgCJtSUTrQCEhCuk1mUt9KtYx8Aa3rbTGPb,2884.8214956434704,3992.0626335452803
GbGEjff9Zqpu9cBktgQF6qHjZEt4fgckVSDbmQVPL5Ty,DANGER,2026-09-07T14:27:00+00:00,False,CBxFqKQUMNBKpnXXQaRVUffAoPFrbFyNVpc79XBYQyqD,2912.03426674887,4907.772475172484
96emCATjVGhoSdKxLy8x3qG1DXDm8yY7T1aoohT4p4dG,Stonks,2026-09-07T14:33:28+00:00,False,EjLTiSdruKnBxgCHASvSScJddPqn4Mfwx273SSi4eH5,2892.2524059404695,3979.7337427208035
6ZNwak64QukHwvm6ztNxN9DQGTMJczhYzA61i2LeMnEd,SOL,2026-09-07T14:35:15+00:00,False,C2AzpKynmM3iZKeYzSWFwvZFmVrYiYWDteV2pQBLm5q2,2915.2647062321316,4605.073640096107
4dn7darW37KHgWkKkyjMB3HT3dfmF7CDLaGWeX8BCWW9,GASLESS,2026-09-07T14:35:25+00:00,False,63fr3sncgkLhcJNCcLpAwJ6c6YCZBt9jqjbVn4tEg3yX,2912.2087643675864,6234.384728676921
68dsBrPRZTJSPM4Z3xEoRsHHZ1e2JTyZiaM1P7FiFEkR,GASLESS,2026-09-07T14:37:23+00:00,False,3JEmNh9miTwhsuWQ9mbtLA4ywA9vbmWYEzN3n4dYBwtn,2914.7250705775864,3955.179198663843
D6qVKag8nQgpmHuv2ewGekN2knSwZSDm2KD4enqCZw3G,GASLESS,2026-09-07T14:37:41+00:00,False,CmEZPP5cDVuz9Qi3Gdymr95VRcLTfF2osyYKqN36mEqL,2915.1504004867816,29286.59282231706
6gKx5EMvnymTVz2JgFhJAqpGxTYaBdVsaLb9YfPfvg4Y,AMERICACOIN,2026-09-07T14:45:59+00:00,False,6nurCrL7rbAGWx6DsSMdrc7k5As9grLs9kLvoQg8yAk7,3798.6208118214713,37645.29323831751
AzMuFQ595HAz3QvH59iHNJidKDkCroS6fmevqupjgvFQ,so,2026-09-07T15:02:58+00:00,False,FnaAd1m7w8MWaid2x53J89JheyH3ADcZggjxBo5hP6sZ,2921.4086205637377,5728.722276529761
CJ7sinP522UwJatMSEm34MrsP9pbLuhi7RKAaoRjNoEX,LAPTOP,2026-09-07T15:08:48+00:00,False,BaeYCQSccZv98x93DrPCHgUfAZUXt87utCCCQ2wUvfcq,2903.2952785786706,21960.273990011436
HtAhBSYaiALdTtSH9SXvZzgYpGkJqUJYvkrXHeinHFrP,LAPTOP,2026-09-07T15:09:37+00:00,False,HTeP1n1o9nnnpr4mVcnFRrbYfhNwc6SbUGqQw7jByRu8,2919.161687579622,10959.775522513934
8Rt4cnQhQygZojNCyiksW5ZDdSB6CGkBEZV1ALXJ2onW,LAPTOP,2026-09-07T15:15:43+00:00,False,F7bW4x5UW75PcMXAXF4FzE9mANwRcW7guKffJwaW24xc,2913.088249695682,4814.382566244863
9WxHjBfvzamu1zAdP1UhfVphd1kBYPoPebpDoPnFa1DQ,Final,2026-09-07T15:33:25+00:00,False,G5FhZkhk9m6MmKvsVT2JFzC6bEXdfEoRva1KvRWxjJJS,2899.9068041283876,3966.328227911477
AGK4Jynrws47RdH3WcbxTE79AaZJFxHC2CRs4yyu9uqy,5B,2026-09-07T15:38:48+00:00,False,9URw5qtDaeRG49aFZRvb9yhci8DN7GVBgDcGnvveF629,2893.822370054964,4309.953601525875
BqAP1N3oeLJHgBcXKCYPisn33fPwydMsZ4xyMCMs6uNk,LAPTOP,2026-09-07T15:40:08+00:00,False,94UkdweEiigY8J9mjfF46DDYUyA665785EvFYRyzxaFY,2876.3696652085555,12257.319973542884
Bz29XCBE5hxn3a9pd2dNx6QJ14rV1Ae4hA9NVbKHUGay,LAPTOP,2026-09-07T15:40:25+00:00,False,DGNCMrJRLoPNUT1M6omo3DXy6oAJah4hmp7vrk9YvPJd,2894.9408345371285,4785.812569247255
4aJ8jML5NGLP7KFCXTwUBWgfQZVBnH6aF9U2im1qD7pw,PumpSquad,2026-09-07T15:42:17+00:00,False,EWg3hsr3SDQGCncs5RUCcQrFVApznzax8ERhFZ5MADLg,2938.9169460312273,24114.28105722466
478pXVmihQSRURpCa7GWd6y1oagH6uHaU57sUAtVeFkc,NASA,2026-09-07T15:44:33+00:00,False,41C4y7FaZzqF1LeHE5oxoWW9R7qyPx2tqbFA5Ps6CwDg,2887.385073702443,5692.112965898475
7Uz5isGTQbpJTzmCnAgWB6K73WfJVngwspQ23uzGsHge,FOMO,2026-09-07T16:35:27+00:00,False,6Xs4rKrsK2FyrAUjZZrJqwLp5o1DANQf7VbqiWczWfwM,2899.8679152270206,3431.938719896413
CgkHkrFch2bwNm4nxzqFGMeebrKCEsuSyKpWBiYfzdTa,Sexlaptop,2026-09-07T16:38:38+00:00,False,EWmC5zgWVjyVRKdgfFQ3FxCZwhWyyh6xLNEFGCsCn37c,2965.61521767808,16843.86940050131
HLGZwxowb5uCUVgAAvi9gDYikgXsZjHrpeR51vHKYLAD,Sexlaptop,2026-09-07T16:39:10+00:00,False,9YHsWbHGPpXCUmGMpRSbc2jRXgQ8ieStJLZNwiFxmvcH,2883.9080439689606,4797.289236269535
42ZnQd6wsCKnTY5QjXcFcR9KvNGfwXRfQhv9g7yc9er4,CRIME,2026-09-07T17:02:25+00:00,False,ApGjyUaGsKNvRS7krKhUs6Ny4mvNLzQqVSmxHQmB9Sf,2904.6598336983716,5075.989961990526
6geMYfo5JiEZiRnrF17CDSSfhZNM5dd9Sqk9h6V7Q1e3,NEON,2026-09-07T17:17:19+00:00,False,4JoDmxftn4jXJ6M5yGhQPz1LTkb6saWwqWnDfwNejVDo,2909.692452235641,6815.130738551055
2zCeyKe4ddGuM6DG7i99pAHsGq2zzixeRgpd8TDD7XmH,N3ON,2026-09-07T17:18:25+00:00,False,CSYDhL16SnK7WCZ4TAsDfSiGUbKqTU9Diafc2ui1QG4Y,2930.231954288105,30523.801107765274
D7MXCm83ykFmtu86MixHUxZZtqzJp6kjCLkUUqQs2E1Y,PENNY,2026-09-07T17:19:22+00:00,False,EbfEGbE8pxmEnF7WwgJhipVLwUwy2gqDQev7nQaA77Zd,2911.510274435452,5736.5791281054735
3Vk8BW43UrQCpTqY6uYgsjDRhjtzoQY6NkRvRkVHkZ8p,ZDENG,2026-09-07T17:44:13+00:00,False,HcFaWjzLbMaNioa5cnmVeUNmAhxvMSswaa6113NTikwm,2905.635606154795,13198.393107937973
EQm8wNW9YUWW5jknx6n55FdCBXuUPrSPPisjCE3sWkmH,ZARDIGRADE,2026-09-07T17:44:21+00:00,False,E4arGVPm93a4KnDT4CckcTn49FfjnNaJm2FWvzGLNJB9,2905.635607898176,8785.371065474847
DLoXo2LBS9joAXGuFtZqY8ABtUsjxfRCmpoaNDf1oQ8a,ZARDIGRADE,2026-09-07T17:44:41+00:00,False,2h5BApA5Ap6fT4VezmaaLy3VuhPzAn1PQD4C6ktH67ZK,2903.0123158666656,10659.562805017564
9Cdtp8V9EyvD9murR4py5REq3h7QMHYnBzRc5rR7qAH,HOUSE,2026-09-07T17:50:36+00:00,False,AhjtcUmucfuLy93VuEfc8FWHeSbKsSigTLnYnUDkGMnv,2912.132987991455,6232.909338835244
BzujFzudLqEraxE9cyVXhp5qbtdALkWFbmB76AdstJCV,BIPOLAR,2026-09-07T17:58:29+00:00,False,DbvEdYLRCkpLGMeJVdrRQhB9d2MFidYBvLgex3k5nxVH,2908.8536830127864,6127.626592984534
9eGmxekJeukjkMZbEbdgHpKJSkv9cyLiwohKYEqGjQKB,OTC,2026-09-07T18:14:23+00:00,False,G7Fn2NM1f1r8cJzjN4uScbegNQuYuRawBKRofaEpE7HH,3046.0082209615694,5398.380351392023
DVqW7YiFwgSrWQxoMksM1zvjjPjmctygyUeB8bZGgKxb,HENTER,2026-09-07T18:17:05+00:00,False,DbZhtgRYF7d2KDVppFEGymesd7aqg7YVjWqwM3Gbnsz1,2904.659833795191,5812.711309454336
Ej6c3nPw1Nn9wjzMXHGNjJeibD5HynAyMdZ8MXD5aRpL,bidenomics,2026-09-07T18:18:33+00:00,False,45P3JN8gyKejjML5YXwJHyEZ7H57jDmBaUxNqMr6rZh7,2904.4666467981074,5577.8052151739985
8WfjgKhK82WQdCeHXvyALeyZ8pgccgUyx9AWYT86P2B5,PUMPCAT,2026-09-07T18:25:16+00:00,False,A9cmtQPuL1rKHwCa5HYT5PTEPddqKUqxjAFgiQ5r7tb6,2902.702708217838,4356.848677328433
2JCmsjGKTfsxZTzFbTMn6aak5jzFVY1sRydyb3V4fYoe,SOL,2026-09-07T18:36:47+00:00,False,GYHXeQA41GePBwPL9b1euqAqu74JwNiuAgNpdytoKQWs,2900.465988020506,5063.081040254436
85Z64h7uMjRAsZBrp6v7BhfoShAyTXuk4aRux8MNaqeK,Godzilla,2026-09-07T18:42:20+00:00,False,6NxdYRc5t1f8ksX6irMMqguMQG56VFazqrZnFFbFXNq2,2903.012314124858,4613.256182223476
H3UmdT9aknZDqHy2f1mcZgaWZiqZPEoLXBYyCGUbcmgN,Shitcoin,2026-09-07T18:43:57+00:00,False,EBkzvA43PRsaX3SWA1wF79TbqggRjRc258SQDaDi2h47,2902.4231132516775,4565.487377954541
8FLbXuQC2JwBgRbsXjBku59Bx8H3C2qkje5jm8aG4XfQ,Fun,2026-09-07T18:45:05+00:00,False,BPntNguApv14ZnSopv7bcLFq5VqizV2EVGjr4ZNHLtEb,2903.1869437653672,8529.934051584305
H1Fg2LHtxQdR3PFPJ4gmqPqq9ZaExsVJg5ByHsfD1knw,Fun,2026-09-07T18:45:09+00:00,False,CFgaQGK7JCwKdwzq8WBUue2LXk4vsmikSJTxMgnsHoz4,2906.3373735984155,10006.090975810728
BJFerqGEPucg54DgsggSAhKK2a2yZb1QbXeDVgG1JaWb,ELONCOIN,2026-09-07T18:53:16+00:00,False,B3eNeg6odCTeRa2XSfRJVnxgtSW8CmuRj1hLEubrHuCm,2910.761728986768,24513.70489375109
7JFU2HArMiMJANfQCk5Kdxiqx7H3LYBSr8eRtCCa6Svz,DOLLAR,2026-09-07T18:57:23+00:00,False,EV6a6WQFWbUwP3ut8VFc8SLcLNXMmFTFey1qcaaH5Ncs,2904.9394227617922,5677.443875407766
3uXUr5dg1gcdJxNytrW4zfLqEA2hc1BEZLKiQGAk8Ljf,memecoin,2026-09-07T19:00:55+00:00,False,7KyqbN3rV8sYj2PWHdct1SAFVz26rsyBDo9rucd5xffF,2911.0904020070457,5886.978757331312
8aQYsQQXw5ECsPQafKe67ybiftgvrHQ7DaxeeRYyRaGp,HOT,2026-09-07T19:04:53+00:00,False,HtawXggnki3QW28o427yhH5PBZcCPttTdjjB3qWwuTaf,2911.2722900872946,8134.838239862394
8QzjccgLD3EcTCf5sbEdgWxrvq8gME33gTEpegk89MLo,Fearless,2026-09-07T19:08:09+00:00,False,B96A6Ffnmgi1apNuz43zvA3zkgYjATKGv4hq88Apc6UX,2918.3597407031343,5141.35437900031
3PbeUUFLtmgoC62rbdZPWLv6Dpw2p9QNzHXNQgxBJdtu,Fearless,2026-09-07T19:08:23+00:00,False,6BgybFFBoDScGjp1vjx18hP5b5UY4ApcEU3HfJbxru9g,2928.574223389383,37763.74052540248
CwS2bid73UT6oN3pT3YiEHe3EGZDxxPxuXNjJXSLvQvA,Shit,2026-09-07T19:09:29+00:00,False,D5Fvn4PTa9WxNSP66LqBB7i6yFLdMRqKc3PMSvi1DP4D,2903.5414746362535,3998.8987050645032
AXyUgzRN8jAwM2VaVfxB7uhc9H1RxJfcie55R9trHQkc,Adam22,2026-09-07T19:10:07+00:00,False,AoUE2HKha8XV3wJAbQXwJPcN7UJYVASjnr6FNMnW64tL,2906.9846001393544,12626.940351489478
FuXECkjcsRxMVJBUcjSu4fxRZ7JRUL5Q1J99jJgRGc4E,bidet,2026-09-07T19:11:18+00:00,False,4yuBdXNfKnFbVe9ufjQ9NcttQLnxAyZp7Yhs9ML9zEae,2904.453637293132,3408.787446287901
CcHqLJYGYcYSu2C22aTzXyktYJG2Noq6riYHb34zSD7d,bidet,2026-09-07T19:11:21+00:00,False,58j28yA6WzjY2iZNe4u3DvQuLQ41x6sZbYh1PA6YKSNw,2922.7987087078877,6037.797689502581
CmcHpwZVSBY4PNQYdLiesonKheyn9baRbtz2c1MAW514,meme,2026-09-07T19:11:42+00:00,False,VEhHg97tAaWH8yTeoCayCja2AC5UvtGpbouXncuxprs,2905.5554456446175,6480.532849225356
DocP6qQh36nmUMUwepUqe5gnQZukbaGYHARmj2eKqA7p,shit,2026-09-07T19:19:31+00:00,False,52ar4QPzW9Tkb9vWSBie32kKUfjEUm3FTq4THPL6HQRx,2921.8132305099175,6544.391202426672
66KfWxgXTMbtbZJFvEnbGrw4y55Z2xkxTsTAAF4S37r4,PUMPFOLIO,2026-09-07T19:23:00+00:00,False,2KwZB5DCVbY6qTSQcDgHBqJ7iSQRAJu8v2W8a6xV6vTJ,2884.60462899168,4626.147691275728
9ZfzHtUwSPX3Vxh1TFaSBaMGVaeHjhaMKk2bXmUGHM4C,shitcoin,2026-09-07T19:23:34+00:00,True,2RNaxRXvZKJgATtHaJ7P8kjyNvgpASsdCDBa158nKLVD,2986.81660716006,51267.07183777119
C4toNXBRF2G2yb8RbCsKYPEnuEdYrwJen6YFizQudfL9,goybeam,2026-09-07T19:24:19+00:00,False,9rSZVQW7G25oniBZq1kQkvVEJYWpcMurPjuEkFPf3CW,2910.251631717353,4009.6783791617568
GGFvGhufWJHzYB5WxXNJh1NLVJhzC833TQa1MnN2r9Ba,RICKROLL,2026-09-07T19:24:59+00:00,False,3u7py8g7omVRsX3qVgsr4ptyZyL2AVPMdkTdrbj5GXzq,2906.689582186348,7056.0391642955665
FjiprKUPvtDVmSKrw3q3SjoYRshfWLUJFmQnYtRvKRGP,RICKROLL,2026-09-07T19:25:03+00:00,False,2uUJuBATD9CxjbS2EKLqSgtFEpgbd5gkjL9cwEey4tRu,2917.5209728433856,7675.786728286314
CGFr2hgGQvUPZDFEHGMX5kXGZs8i2vufy4wMGALxoZSC,PUMPFOLIO,2026-09-07T19:28:02+00:00,False,3hcayQr9pGEK8V9Z1fLgGiypqxDqx48Tiop2WbFfxh9U,2881.79748509858,4312.327004845715
De7isGAaHMjwJtten9fNYBJko1vvSLWZAPnvuQVPSuHt,bizness,2026-09-07T19:29:29+00:00,False,9u7bsxmqZd9ujLoukQx1Gvybf9HVtB5nZHbDC3STztAn,2914.445480837055,4007.9561239198674
BwMwGpAmNo5qsYmEar49gKzuM6Kiaqr47xShJ9v7HzVZ,om,2026-09-07T19:31:14+00:00,False,GpF8hWyVVHQPwZYPxaX57PfiYDuyhs6ABDqqAVMw8ChG,2949.5014713137402,5755.746366157337
HG9iYvJa5DVUc4FZoSzf6aQgVEKv3Xg5n9CefqxgmQnX,NYSE6900,2026-09-07T19:32:33+00:00,False,BHT8hNfCPyPieoYoULzp92WBAhs8mgAVgppw4X7GbCYy,2917.0820737645377,5747.123791275959
6MVzv2Mj6YSKL9AFXDK2iJNxmCC4okExSQzPNLJHnQhd,ROCK,2026-09-07T19:33:27+00:00,False,BTcQi1tv76KDST7UguS9L12qXNR3J4vRVs5crG7hFQT9,2884.8214955473095,3978.74226335653
AWduu4uUVCTGKeMu4UJ4C5xSr2ujvCgeYZpXhpr9DRgy,USEFUL,2026-09-07T19:35:09+00:00,False,4sJcuZsrKX453gWcnJQZG89cdWyu4EQjNgShodgqaqXw,2884.8563460221967,4705.425536559615
FBa2DkahNKnik8VpfUGF8fcuyttAPLLp1x5ugFyDEMoN,N3ON,2026-09-07T19:36:59+00:00,False,3LpLSztEHLUq73bNNvSLxsZmxWGtfpoYAPjFGXv89bM8,2879.2359168700978,4705.476188121816
7uSfLaN6Z9xZayqqnJMp5EXrNHTC5T4fBs7quV5jtVAy,EET,2026-09-07T19:38:17+00:00,False,8FxxQ4MqRQMifuNZJw7gAbQhiVvVrUURLAgMF6RWaoGP,2916.474154396494,4366.064619072097
CTu7nLSA22tbiyzD29swC5ef8o4gBVJ7uNzSM7c7Fo9w,PUMP,2026-09-07T19:38:55+00:00,False,GquWPYSyHPQ97pqZ4PVby47Qgwoc7LQ97GadYdvsNCuX,2888.8706485384237,3982.5586432455857
HCA3VBD9avWwps3dvzqDbPsgWHyzhycghFxDrrY2azpc,Pairless,2026-09-07T19:39:12+00:00,False,4zo3dj8XNQoiKf53yiGXMzUWWVpisxKSUrwaM6MpMvMC,2909.063643228789,22482.04376605655
9z3iHHmQ8H2HesTzpGGouqtmM2YBmScf2KuK6XCkk8Ap,QQQ1000,2026-09-07T19:43:46+00:00,False,CqLh15EZV8QaVJTPELAnNXkRGRFDgaMb1f87j1AaCdTq,2919.1720786163633,14682.0152650001
bMzFaBYuMaeFqarztPXGfhXMGcECcX3DYqYkFRTKfn3,YOURSELF,2026-09-07T19:45:48+00:00,False,79bzCfmuWTwLZ1UhLFYZrNko5Vn3mU5LFJgYko6f3bS,2918.359739633066,4702.545491619134
ECmAcus32oXczAPWjwyQaHzosxh1E3CYRLGEma8D8njL,Thesis,2026-09-07T19:46:34+00:00,False,FHjZJbQ3jaThmYZC6Lux3UKAxkVzuBoanuv4wXYPLYXj,2918.3597398276233,4703.46407474152
B246xfwgQ5qS9X8K2NmvZ2rRHgf6R38xSb7n2sUVtpe3,ENTEI,2026-09-07T19:58:04+00:00,False,8pLGSw27JLCBLobWN9Kfv4KeXaFP4y2Xh5j9QHUWy2wZ,2879.5301877826864,4204.101003549048
4Kd8C4mMoatQYg1boLXMG4sJpvjkSHpWFvuUaQE2wpQe,ENTEI,2026-09-07T19:58:21+00:00,False,8BXt1C9QCX19W5njM9qV1qRqTrwTdUJTCrsbPcv5E8rB,2910.5312239806153,7902.245665454157
38sVyEwF3wmSJeT8xJYdDCzG87jHRpFJ3S8MzNS93sNw,LPC,2026-09-07T20:12:35+00:00,False,5kM1XVGEV2KfruBdY5JXFK9BTF2p1nupReH3ZK2MkBa2,2878.3971418859796,4021.735034729179
93aN4n7ZtXggjFQLLoYowrgGyBJAqFNEzgr1NxwMsBtn,Lab,2026-09-07T20:15:52+00:00,False,76m83xYSJi5CgaS9WnaufuJ594Un92hAw4yWPRyELHuT,2906.3373725327588,3943.1152326853066
GkGPVfELAEtCff8jgAmehsf9kg3uU6Rw5cuTbjYeiVAC,pen,2026-09-07T20:18:45+00:00,False,7jjUgDXLdRnipJNjT35arHgFEx5B99ZTVWvKiReRii7j,2909.137745126049,4595.038298718191
3dWpn86y1fgKkNQGJ24DPtrBH5hGqYt6Y7VQGF9zxqVn,Bigfoot,2026-09-07T20:39:40+00:00,False,84PUcTBvthiNacxkLDenM4XtWnZJEFY99CJyHbquCWVF,2908.552342775723,4083.7510659597942
3CGTFujJTXVpJ9DvsKVRvqxkgaWvvWoqSCVoNsPMS5aN,📱📱📱,2026-09-07T20:40:14+00:00,False,36fvGt8fxknFTwbEic3ihh8K8oASoDCx7HiEFZiZ4x1M,2910.6001051339395,3974.1246696810463
Er1cGJNzAXvw57dgVCoNo5vCiQKZbxT1moFziAa6bqf3,John,2026-09-07T20:42:54+00:00,False,BCSbes3ghzR5Wepn2X1yf8PYw8SWZnGFTkF7Erup7boz,2909.133773026515,5978.452415861362
5nR958nFtM6XDkEeD7wQcRMQe36exJQgDWUWz4dZUFLe,NASDONALD,2026-09-07T20:51:55+00:00,False,ESbfzTUTbjW6JoVD2J75AfvAmzdt9QxRU8UxhYmopFw5,2909.238638926728,3978.763029406845
6PyfGHUcEuPFZqDfaypuwcBvXcWTEQCSRznUHRvcy8rn,pempfun,2026-09-07T20:53:47+00:00,False,5gp6zn72Tj42YUUAvLKt2abSx8YeSGKwyQUz3fMgpF3b,3004.0690305394824,13191.431090717851
7Z7exnCPhD88Jb9CbHje6BhNt4AdqNQAs9ckYkLJaECq,DOODLECAT,2026-09-07T20:59:14+00:00,False,9LuPDZGhWpF4zpejorbSqCKGqFq8oMWTtjWWDSTaYnek,2873.567644588297,4044.5284362220623
HC4G89yS3PqsTQbDkqZaJsTMYdYj2WV9QDEGH4oXZb65,DOODLECAT,2026-09-07T21:01:41+00:00,False,5cYnGvvRJjphEgsHU4ZRUHxpRz9BSr3kZLLcE9SkCKS,2910.531222234299,5402.6381957599515
DoZBpJ5fCfGQRu1MLbVKTHXnuF8abt3bKaaHCk7fRGoK,DOODLECAT,2026-09-07T21:02:53+00:00,False,Ap26JYHfcmMfMNkqisFa1w817ypWzeZ4AoHKcRop66gY,2900.2821866923055,4675.326738343169
CeRc2awvkfnTcAbZazDE1oedTMcp8gPW4cbFovaqf5Bg,Musk,2026-09-07T21:04:42+00:00,False,7CagzVPz85ctn1joM2zZDNkKUMhFsSjyRJDvqKvyw721,2884.0210127487294,24492.89443001077
